"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"WHOSIS_000001","PUBLISHED","2019","EUR","","LTU","BTSX","76.0","75.99383","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","LUX","MLE","22.8","22.81427","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EUR","","LUX","MLE","17.6","17.64430","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","LUX","MLE","80.6","80.62149","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","LUX","MLE","71.1","71.11632","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EUR","","LUX","FMLE","19.5","19.45403","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","LUX","FMLE","84.2","84.19806","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","LUX","FMLE","72.0","71.95792","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EUR","","LUX","FMLE","25.8","25.80766","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EUR","","LUX","BTSX","18.6","18.58997","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","LUX","BTSX","82.4","82.41467","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","LUX","BTSX","71.6","71.55128","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EUR","","LUX","BTSX","24.4","24.39803","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EUR","","LUX","BTSX","18.5","18.52149","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","LVA","MLE","70.6","70.58307","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","LVA","MLE","62.9","62.90613","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EUR","","LVA","MLE","17.2","17.24725","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EUR","","LVA","MLE","13.2","13.18813","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","LVA","FMLE","69.3","69.33926","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EUR","","LVA","FMLE","23.0","22.95242","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EUR","","LVA","FMLE","17.4","17.44641","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","LVA","BTSX","70.2","70.17654","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EUR","","LVA","BTSX","20.5","20.52951","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EUR","","LVA","BTSX","15.6","15.63745","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","MAR","MLE","68.1","68.06345","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","MAR","MLE","60.7","60.67308","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EMR","","MAR","MLE","17.7","17.73851","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EMR","","MAR","MLE","13.7","13.66537","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","MAR","FMLE","70.6","70.58601","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","MAR","MLE","71.4","71.37453","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","MAR","MLE","63.5","63.47890","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EMR","","MAR","FMLE","14.0","14.04825","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","MAR","FMLE","73.6","73.55218","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","MAR","FMLE","63.1","63.13969","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EMR","","MAR","FMLE","19.2","19.18395","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EMR","","MAR","BTSX","14.2","14.20709","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","MAR","BTSX","72.5","72.46462","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","MAR","BTSX","63.3","63.28651","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EMR","","MAR","BTSX","18.5","18.54361","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","MDA","MLE","67.2","67.18941","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","MDA","MLE","60.2","60.19685","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","MDA","MLE","15.6","15.58431","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EUR","","MDA","MLE","12.0","11.95741","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","MDA","FMLE","65.5","65.49973","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","MDA","FMLE","19.5","19.53036","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EUR","","MDA","FMLE","15.0","14.95017","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","MDA","FMLE","77.1","77.11691","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","MDA","BTSX","62.9","62.86284","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","MDA","BTSX","17.8","17.75986","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EUR","","MDA","BTSX","13.6","13.60797","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","MDA","BTSX","73.3","73.26277","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","MDA","BTSX","64.5","64.53884","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AFR","","MDG","MLE","15.8","15.80019","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AFR","","MDG","MLE","12.1","12.06230","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","MDG","MLE","64.1","64.09824","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","MDG","MLE","56.9","56.88156","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AFR","","MDG","FMLE","12.8","12.79432","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","MDG","FMLE","66.6","66.59742","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","MDG","FMLE","57.7","57.73955","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","MDG","FMLE","17.3","17.32550","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","MDG","BTSX","65.3","65.34995","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","MDG","BTSX","57.3","57.31128","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","MDG","BTSX","16.8","16.76096","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AFR","","MDG","BTSX","12.6","12.64162","","","","",""
"WHOSIS_000001","PUBLISHED","2019","SEAR","","MDV","MLE","78.6","78.63379","","","","",""
"WHOSIS_000002","PUBLISHED","2019","SEAR","","MDV","MLE","69.7","69.72816","","","","",""
"WHOSIS_000015","PUBLISHED","2019","SEAR","","MDV","MLE","21.4","21.38714","","","","",""
"WHOSIS_000007","PUBLISHED","2019","SEAR","","MDV","MLE","16.4","16.40865","","","","",""
"WHOSIS_000002","PUBLISHED","2019","SEAR","","MDV","FMLE","70.0","70.02660","","","","",""
"WHOSIS_000015","PUBLISHED","2019","SEAR","","MDV","FMLE","23.1","23.05277","","","","",""
"WHOSIS_000007","PUBLISHED","2019","SEAR","","MDV","FMLE","17.2","17.23018","","","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","","MDV","BTSX","71.0","70.95687","","","","",""
"WHOSIS_000015","PUBLISHED","2019","SEAR","","MDV","BTSX","22.1","22.14548","","","","",""
"WHOSIS_000007","PUBLISHED","2019","SEAR","","MDV","BTSX","16.8","16.78757","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","MEX","MLE","71.7","71.67798","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","MEX","MLE","63.3","63.27439","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AMR","","MEX","MLE","20.5","20.49691","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AMR","","MEX","MLE","15.3","15.26210","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","MEX","FMLE","77.1","77.11522","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","MEX","FMLE","65.8","65.81877","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","","MEX","FMLE","22.7","22.73403","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AMR","","MEX","FMLE","16.8","16.80236","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","MEX","BTSX","74.4","74.40966","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","MEX","BTSX","64.6","64.55161","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","","MEX","BTSX","21.6","21.57187","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","MKD","MLE","68.9","68.85978","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","MKD","MLE","61.8","61.82290","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","","MKD","MLE","15.2","15.17092","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EUR","","MKD","MLE","11.8","11.79903","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","MKD","FMLE","64.6","64.63117","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","","MKD","FMLE","17.7","17.66599","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EUR","","MKD","FMLE","13.5","13.50867","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","MKD","FMLE","75.4","75.39911","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","MKD","BTSX","63.2","63.19067","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","","MKD","BTSX","16.4","16.44249","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EUR","","MKD","BTSX","12.7","12.67053","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","MKD","BTSX","73.1","73.10848","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","","MLI","MLE","16.2","16.19271","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","MLI","MLE","11.9","11.89141","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","MLI","MLE","58.6","58.59385","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","MLI","MLE","51.6","51.59005","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","MLI","FMLE","11.5","11.47291","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","MLI","FMLE","59.5","59.49127","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","MLI","FMLE","51.1","51.13398","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AFR","","MLI","FMLE","17.0","16.99226","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","MLI","BTSX","11.7","11.66317","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","MLI","BTSX","59.0","59.04575","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","MLI","BTSX","51.3","51.34404","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AFR","","MLI","BTSX","16.8","16.84287","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","MLI","BTSX","12.3","12.28970","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","MLT","MLE","78.2","78.22610","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","MLT","MLE","69.6","69.57986","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EUR","","MLT","MLE","21.5","21.46465","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EUR","","MLT","MLE","16.9","16.91888","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","MLT","FMLE","71.1","71.13289","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EUR","","MLT","FMLE","24.7","24.71247","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EUR","","MLT","FMLE","18.9","18.87888","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","MLT","FMLE","83.6","83.57609","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EUR","","MLT","BTSX","23.2","23.20163","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EUR","","MLT","BTSX","18.0","17.96928","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","MLT","BTSX","81.6","81.64819","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","MLT","BTSX","71.3","71.31999","","","","",""
"WHOSIS_000015","PUBLISHED","2010","SEAR","","MMR","MLE","15.1","15.09562","","","","",""
"WHOSIS_000007","PUBLISHED","2010","SEAR","","MMR","MLE","11.6","11.59485","","","","",""
"WHOSIS_000001","PUBLISHED","2015","SEAR","","MMR","MLE","64.3","64.32043","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","MMR","MLE","57.5","57.50628","","","","",""
"WHOSIS_000007","PUBLISHED","2010","SEAR","","MMR","FMLE","13.8","13.82818","","","","",""
"WHOSIS_000001","PUBLISHED","2015","SEAR","","MMR","FMLE","70.7","70.70499","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","MMR","FMLE","61.5","61.54079","","","","",""
"WHOSIS_000015","PUBLISHED","2015","SEAR","","MMR","FMLE","19.3","19.27287","","","","",""
"WHOSIS_000001","PUBLISHED","2015","SEAR","","MMR","BTSX","67.6","67.57671","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","MMR","BTSX","59.6","59.56367","","","","",""
"WHOSIS_000015","PUBLISHED","2015","SEAR","","MMR","BTSX","17.7","17.68015","","","","",""
"WHOSIS_000007","PUBLISHED","2015","SEAR","","MMR","BTSX","13.3","13.32924","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","MNE","MLE","72.8","72.83126","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","MNE","MLE","65.1","65.09997","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","MNE","MLE","17.2","17.24969","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EUR","","MNE","MLE","13.4","13.38164","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","MNE","MLE","73.2","73.15459","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","MNE","FMLE","68.2","68.18015","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","MNE","FMLE","20.6","20.59289","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EUR","","MNE","FMLE","15.9","15.85931","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","MNE","FMLE","78.7","78.65294","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","MNE","BTSX","19.0","18.99031","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EUR","","MNE","BTSX","14.7","14.67180","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","MNE","BTSX","75.9","75.87666","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","MNE","BTSX","67.0","66.97417","","","","",""
"WHOSIS_000007","PUBLISHED","2015","WPR","","MNG","MLE","11.2","11.16166","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","MNG","MLE","63.8","63.82064","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","MNG","MLE","57.1","57.05591","","","","",""
"WHOSIS_000015","PUBLISHED","2019","WPR","","MNG","MLE","14.2","14.15918","","","","",""
"WHOSIS_000007","PUBLISHED","2015","WPR","","MNG","FMLE","14.0","14.01911","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","MNG","FMLE","72.8","72.75870","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","MNG","FMLE","63.8","63.79509","","","","",""
"WHOSIS_000015","PUBLISHED","2019","WPR","","MNG","FMLE","18.5","18.50782","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","MNG","BTSX","68.1","68.09768","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","MNG","BTSX","60.3","60.28522","","","","",""
"WHOSIS_000015","PUBLISHED","2019","WPR","","MNG","BTSX","16.4","16.41036","","","","",""
"WHOSIS_000007","PUBLISHED","2019","WPR","","MNG","BTSX","12.6","12.61940","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","MOZ","MLE","47.9","47.90213","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","MOZ","MLE","13.3","13.34441","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AFR","","MOZ","MLE","9.8","9.84661","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","MOZ","FMLE","53.1","53.05186","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","MOZ","FMLE","52.8","52.75850","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","MOZ","FMLE","17.8","17.82921","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AFR","","MOZ","FMLE","13.0","13.02115","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","MOZ","BTSX","50.7","50.68681","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","MOZ","BTSX","43.6","43.58357","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","MOZ","BTSX","15.8","15.80004","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AFR","","MOZ","BTSX","11.6","11.58701","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","MRT","MLE","61.8","61.75289","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","MRT","MLE","54.8","54.80618","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AFR","","MRT","MLE","14.6","14.57260","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","MRT","FMLE","62.2","62.23422","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","MRT","FMLE","54.0","54.01017","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","","MRT","FMLE","17.0","17.04332","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","MRT","BTSX","62.0","61.96471","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","MRT","BTSX","54.4","54.35635","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","","MRT","BTSX","17.1","17.11985","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","MRT","BTSX","12.8","12.83755","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","MUS","MLE","67.7","67.73547","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","MUS","MLE","59.8","59.84175","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","","MUS","MLE","15.8","15.76865","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","MUS","MLE","11.6","11.58792","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","MUS","FMLE","64.2","64.15681","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","","MUS","FMLE","19.7","19.74809","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","MUS","FMLE","14.1","14.10056","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","MUS","FMLE","76.8","76.80299","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","","MUS","BTSX","17.8","17.83179","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","MUS","BTSX","12.9","12.89050","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","MUS","BTSX","73.2","73.24183","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","MUS","BTSX","63.4","63.37393","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","","MWI","MLE","12.2","12.23140","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","MWI","MLE","9.1","9.07949","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","MWI","MLE","54.4","54.38070","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","MWI","MLE","48.3","48.29214","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AFR","","MWI","MLE","13.7","13.74994","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","MWI","FMLE","11.5","11.47947","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","MWI","FMLE","59.2","59.24426","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","MWI","FMLE","50.9","50.92586","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AFR","","MWI","FMLE","18.0","18.03188","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","MWI","BTSX","56.8","56.79726","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","MWI","BTSX","49.6","49.59252","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AFR","","MWI","BTSX","16.0","16.01360","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","MWI","BTSX","11.8","11.83401","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","MYS","MLE","64.3","64.27235","","","","",""
"WHOSIS_000015","PUBLISHED","2010","WPR","","MYS","MLE","18.3","18.33923","","","","",""
"WHOSIS_000007","PUBLISHED","2010","WPR","","MYS","MLE","13.9","13.90888","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","MYS","MLE","73.0","73.01138","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","MYS","FMLE","66.6","66.62944","","","","",""
"WHOSIS_000015","PUBLISHED","2010","WPR","","MYS","FMLE","20.1","20.06417","","","","",""
"WHOSIS_000007","PUBLISHED","2010","WPR","","MYS","FMLE","15.0","14.97307","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","MYS","FMLE","77.1","77.13223","","","","",""
"WHOSIS_000015","PUBLISHED","2010","WPR","","MYS","BTSX","19.2","19.17606","","","","",""
"WHOSIS_000007","PUBLISHED","2010","WPR","","MYS","BTSX","14.4","14.42445","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","MYS","BTSX","75.0","74.95027","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","MYS","BTSX","65.8","65.78183","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","NAM","MLE","10.3","10.26580","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","NAM","MLE","59.4","59.36171","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","NAM","MLE","52.3","52.29404","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AFR","","NAM","MLE","14.5","14.46378","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","NAM","FMLE","13.8","13.78610","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","NAM","FMLE","66.2","66.22478","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","NAM","FMLE","56.7","56.73470","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AFR","","NAM","FMLE","19.1","19.06169","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AFR","","NAM","FMLE","14.0","14.02595","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","NAM","BTSX","62.9","62.86888","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","NAM","BTSX","54.6","54.56502","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AFR","","NAM","BTSX","17.0","16.99457","","","","",""
